,Key,Name,Level,Series,URL,Date,Video,ImageURL,Description
2547,1381,You Sing Terribly!,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1381,2010-03-19,False,https://s3contents.chinesepod.com/1381/98aced299bf49676edce2e41e955617a0a1e38e5/images/a71b4b945c8eb9d751dec4b34b1cc7fc5b4b29dd.jpg,"KTV features prominently in the Chinese social scene. And everyone, everyone has their turn at the mic. Sometimes your friends surprise you with their ability to belt out pop standards. Other times, though, you find yourself suffering through butchered John Denver classics. If you're experiencing the latter of these two situations, check out today's lesson to find out how to get your friends off stage!"
2548,1380,花木兰上集,Advanced,Advanced,https://chinesepod.com/lesson-redirect?v3id=1380,2010-03-18,False,https://s3contents.chinesepod.com/1380/5a7dc414adbe4e458981a6f22011f8aae49df6be/images/0a70627f4a25a290a6c5781164403aa2a26d006e.jpg,古代的女子，“无才便是德”，上战场肯定都是男人的事。但是有这样一位女英雄，她不仅武艺高强，还会兵法战术。她想打扮成男子，替年老体弱的父亲去打仗。她就是——花木兰。
2549,1379,Special Green Hat,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1379,2010-03-17,False,https://s3contents.chinesepod.com/1379/787f93d9d392fb3b79d7be25c42bc4427fea94b4/images/409f5087719bde1100db33e60e0680cb78e5a368.jpg,"Gifts range from the practical to the extravagant, and in today's lesson we're learning about both the language and culture of gift-giving in China. It might be news to you, but green hats are a big no-no. Find out why by tuning in!"
2550,1378,Asking for the WiFi password,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1378,2010-03-16,False,https://s3contents.chinesepod.com/1378/5d520b9f541230bde0f5ce4e07650acc3149d47b/images/841adc60856dc33630263c93762fefe4e5774b8d.jpg,"In this increasingly connected world, it's important to maintain contact with friends and colleagues, even when you're outside the house or the office. Cafés all over the world cater to this by offering free or paid wifi. But how do you ask for the password in Chinese? Find out in today's super-useful lesson."
2551,1377,The Customer Comes First,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=1377,2010-03-15,False,https://s3contents.chinesepod.com/1377/a9eb78ac49efef5661199df94d6dd5cda5c70563/images/c7281aa44afdae7dc9cd4e836929e39b49576945.jpg,Today ChinesePod has got a lesson for you! We're at the cell phone store and things are getting heated up! Find out how to demand your rights be respected in this upper-intermediate level podcast.
2552,NF0091,Getting to Know CPod Teacher Helen (and exciting content news)!,Other,News and Features,https://chinesepod.com/lesson-redirect?v3id=NF0091,2010-03-14,False,https://s3contents.chinesepod.com/extra/NF0091/f6b36a36237de645588ed062ab2e836791c782b0/images/1_1268274827.jpg,"John and Jenny are here today to discuss the week's lessons. They're also covering a bit of exciting production news that you can learn more about on the ChinesePod Blog. Jenny interviews another one of our beloved ChinesePod teachers, Helen, towards the end of today's show. Find out more about our teacher services here."
2553,QW0141,The Yellow and Green Spectrum of Meaning,Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0141,2010-03-13,False,https://s3contents.chinesepod.com/extra/QW0141/7945f42768cb7a63969cc73007203e31a49103aa/images/1_1267510898.jpg,In today's episode of Qing Wen the team wraps up their series on colors and Chinese culture. Curious to know why you should be careful not to ask for yellow books and movies? Wondering why your friends make fun of you for wearing that green hat? Tune in to learn all about these cultural tidbits and more!
2554,1376,Asking for a Raise,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1376,2010-03-12,False,https://s3contents.chinesepod.com/1376/eadd7370b6360333e5baf803e450bacf1cbd8902/images/f7c389ec3ca0bcd2c90b8174380305553f12f66d.jpg,"Today's lesson focuses on a conversation between an employee and his boss. Learn the language appropriate for dealing with superiors, and find out how to ask for that raise you've been wanting - in Chinese!"
2555,1375,Designing the New Apartment 3,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=1375,2010-03-11,False,https://s3contents.chinesepod.com/1375/67d89f64eba7da93874577944e057e70a1386354/images/09eeb951ce98a2c7883db60e7e3e85f87190d326.jpg,"Today we have part three of our designing the new apartment series. In this show, our very busy couple talks about some design concerns with workers in the new apartment. Learn all about design and negotiating decisions in this helpful lesson!"
2556,1374,Finishing Work for the Weekend,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1374,2010-03-10,False,https://s3contents.chinesepod.com/1374/4344c787e49e8b5579daf58a7cada51ddca4b9cb/images/b13330159aa9f72ad0f8fa876d164870cc617a18.jpg,"At the end of the work week things generally wind down. But for some people, Fridays are the busiest. Check out today's lesson to learn about a person who's trying to cram everything in before the weekend. Jenny and John will also be discussing the very common practice of working overtime: 加班 (jiābān)."
2557,JZS0009,The Shanghai Literary Festival,Other,The Jenny Zhu Show,https://chinesepod.com/lesson-redirect?v3id=JZS0009,2010-03-09,False,https://s3contents.chinesepod.com/extra/JZS0009/f2a5435750977b8375e3daf3cb061f41d66709d9/images/1_1268019007.jpg,"This week, my guest is JFK Miller, editor at  That's Shanghai  magazine. He is in the studio to talk about the  8th Shanghai International Literary Festival, a blossoming event that celebrates books and writing."
2558,1373,中年危机,Advanced,Advanced,https://chinesepod.com/lesson-redirect?v3id=1373,2010-03-09,False,https://s3contents.chinesepod.com/1373/16e7460d663544cc21d24a80425cad421b117576/images/8db559dc844ef2b0fa9b5dcd526fb3e24fbdea75.jpg,从出生到死亡，人的一生会经历不同的人生阶段。少年、青年、壮年、中年、老年，在每个阶段，人的心态都会有不同的变化。人到中年，是喜悦还是忧愁？是满足还是失落呢？我想更多的是复杂的情感体验吧。快来看看对话中的一对中年夫妻，他们经历着怎样的中年生活呢？结婚十八年了，他们是否依然过得幸福呢？
2559,1372,Flying a Kite,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1372,2010-03-08,False,https://s3contents.chinesepod.com/1372/3f2f9d674c1d077067feb8801fbeed1ffe144efc/images/ae904fee069b6e803f65b8436033a2fcf99744c9.jpg,"As spring arrives, the parks are beginning to liven up again. In today's show, we'll be exploring a popular park activity: kite flying. Join us to learn all about this fun hobby in this lesson!"
2560,NF0090,Meeting ChinesePod's Teachers,Other,News and Features,https://chinesepod.com/lesson-redirect?v3id=NF0090,2010-03-07,False,https://s3contents.chinesepod.com/extra/NF0090/c69a192769932a8715ff91ac25b964e2ec780749/images/1_1267671429.jpg,"Women's day is this Monday, March 8th, and in honor of this special holiday, we have a studio full of women today! For some more information about this holiday, check out this lesson. Join Jenny, Sarah and Catherine as they discuss the lessons coming up this week. You'll also have the special opportunity to get to know one of our teachers, Ellen, as she talks about what she does at ChinesePod."
2561,QW0140,Keeping 收 and 受 Straight,Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0140,2010-03-06,False,https://s3contents.chinesepod.com/extra/QW0140/ae18c86737e72a3e47c6f9062689593d9a87cafc/images/1_1267510955.jpg,"In today's Qing Wen it's the battle of the shou's. The team is tackling a user-provided question about the difference between 受 (shòu) and 收 (shōu). They may sound similar, but their meanings are not the same. To learn more, tune into this podcast!"
2562,1371,Man-to-Man Advice on Women,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=1371,2010-03-05,False,https://s3contents.chinesepod.com/1371/e4b17eef732c4580494ae98674784096658c7efc/images/2b512ec183a7da633555dc199871c66d44667980.jpg,"Today's show features two friends - one who is in desperate need of advice, and another who is eager to give it. Learn all about the game of love (and how these guys choose to play it) in today's lesson!"
2563,1370,Let's Just Be Friends,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1370,2010-03-04,False,https://s3contents.chinesepod.com/1370/e52f72be1842bf1a3e5588c353eb00e59a8326fe/images/f4e6eebaa968d5181cb9fac1d24706470dabe22d.jpg,"Today, ChinesePod is exploring the four words no one ever wants to hear from the person they care about. Learn how to ask a friend to take things to the next level - and how to gently let someone down - in this heart-breaker of a lesson!"
2564,1369,Waiting for Food,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1369,2010-03-03,False,https://s3contents.chinesepod.com/1369/edb507bf19a09151570fdf985fba1afe411c3fc5/images/f9050516a9fd68abab4ad49dcdbdb5ef7dcf40e5.jpg,Ever been in a restaurant when the food just doesn't seem to be coming out fast enough? In today's lesson we'll be bugging the server to speed things up a bit!
2565,1368,望子成龙,Advanced,Advanced,https://chinesepod.com/lesson-redirect?v3id=1368,2010-03-02,False,https://s3contents.chinesepod.com/1368/c23c2e3aa5dc9ad02330aaac04e016855045bfa2/images/3318f8eaf6203a55fc1689b9030ecbee15b0f22d.jpg,“望子成龙，望女成凤”几乎是每一位父母的期望。但是怎么教育子女才能让他们“成龙、成凤”，而不是“成虫”呢？方式决定成败，性格决定命运，我们先来看看这个家长是怎么“望子成龙”的吧！
2566,1367,Saying Goodbye at the Airport,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1367,2010-03-01,False,https://s3contents.chinesepod.com/1367/d2a84fe22c8e0925c4ef98724f2c21ea6ba76f84/images/c14588b608d1dc102608f8ba238923bec567d92f.jpg,"We're at the airport today, and it's time to say our heartfelt goodbyes! Learn how to send a person off in Chinese in this elementary level lesson."
2567,NF0089,"New year, new lessons, and a reminder of new prices!",Other,News and Features,https://chinesepod.com/lesson-redirect?v3id=NF0089,2010-02-28,False,https://s3contents.chinesepod.com/extra/NF0089/c69d0c76bd36ae97fce7acc3ffe65e4efd2e4b0c/images/1_1266974889.jpg,"虎年快乐! After a break for China's New Year celebrations, Jenny and Sarah are back previewing the week ahead at ChinesePod. Prepare yourself for lessons that cover a whole sweep of emotions, from heartache at the airport to frustrations in a restaurant and rejection in love! Sarah also delivers a final reminder of Monday's (March 1st) subscription price changes."
2568,QW0139,The Red Spectrum of Meaning,Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0139,2010-02-27,False,https://s3contents.chinesepod.com/extra/QW0139/74f06f18e242e439ecb13802c7127fd7beae3d9b/images/1_1265254889.jpg,"Moving along in the Qing Wen series on colors and Chinese culture, the team tackles the ever-important red, 红色 (hóngsè). Red is, perhaps, the most popular color in China (especially during the Chinese New Year celebrations)! Find out some of the many uses of this color in the Chinese language. And find out why Lady Gaga is very red right now!"
2569,1366,Visiting the Hospital with a Fever,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1366,2010-02-26,False,https://s3contents.chinesepod.com/1366/dee1d8b6760f693b6d587577244902faf6056f0d/images/479be6ee59023665efea3e6305f87d54ebc1659f.jpg,"With all the talk of swine flue and quarantine this year, we don't blame you if you don't want to rush to the hospital every time you run a fever. If you do go to the hospital for a check-up though (in China doctor's visits happen at hospitals, not at private practices) then today's lesson will teach you all about registering at the front desk."
2570,1365,The Killing Game,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=1365,2010-02-25,False,https://s3contents.chinesepod.com/1365/acdafc91f82209914facab74072aa809ad154d89/images/6c5c32e77e4ae839693e380b4ab239208df4b154.jpg,"Today we've got a lesson full of passion, anxiety, and accusations for you. No, we're not in court. We're playing the killing game murder! If you're anything like us, this game will end in tears and frustration... erm... let's go have fun!"
2571,1364,Visiting a Friend's Room,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1364,2010-02-24,False,https://s3contents.chinesepod.com/1364/7e9fd4fb3ea2805eba4c24e96952295d36845315/images/fe18bfbaa96f6a5e542ff373a2132208a9ff24ff.jpg,"Today's show covers important language for anyone planning on visiting a friend in a doorman building. Learn the basics for interacting with security, 保安(bǎo'ān), in today's helpful ChinesePod lesson."
2572,1363,世界末日？,Advanced,Advanced,https://chinesepod.com/lesson-redirect?v3id=1363,2010-02-23,False,https://s3contents.chinesepod.com/1363/a0cfb73f1cd6c0399b9cf86d74f985f156d2e67f/images/895275ea693fed4bb8280c6548d1e54c1e289917.jpg,地震洪水，山崩地裂......你看过那个恐怖的电影《世界末日》吗？你相信那个恐怖的玛雅预言吗？如果真有世界末日，之前的几天你会做些什么？像平常一样过日子？还是想办法躲过劫难？
2573,1362,Buying a Shirt,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1362,2010-02-22,False,https://s3contents.chinesepod.com/1362/5139eded363f30e599cdecff8387127606f9b2f8/images/caa0327a0e8ad6709d222aa63bc5e405c92bd7cd.jpg,It's a mad dash to make the best of today's killer discount! Find out how to describe clothing sizes and styles in today's shopping-focused ChinesePod lesson!
2574,QW0138,How to Start a Conversation with Chinese People,Elementary,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0138,2010-02-20,False,https://s3contents.chinesepod.com/extra/QW0138/8b8490633f8b25e18a186da3a84d08e6bd4a619f/images/1_1265254836.jpg,"Today's Qing Wen is essential for all Chinese learners! If you've ever wanted to know why the heck everyone is asking whether or not you've eaten, or if you want to know culturally appropriate ways to greet people, then check out today's show. They might seem a bit strange at first, but these phrases will help you to be more friendly with neighbors and colleagues in no time."
2575,1361,Slippery Ground,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1361,2010-02-19,False,https://s3contents.chinesepod.com/1361/57eaa207000c318766074282be126fa496d25042/images/f508d7f43c7f10204df8bb8e2be65301f4c1b2a3.jpg,"Often times in China when you're running out the door you notice the street cleaners have just washed down the streets and sidewalks. This can be especially dangerous in the winter when water freezes into ice. In today's lesson, learn how to tell someone to watch out if the ground is slippery. You'll also be learning how to verbally rebound from a not-so-graceful spill!"
2576,1360,恶搞年夜饭,Media,Media,https://chinesepod.com/lesson-redirect?v3id=1360,2010-02-18,False,https://s3contents.chinesepod.com/1360/816f99381de5aed5a27c7ddee3bf7a4ead05dec5/images/9d519799d47b5dc14df3759c40611d9a0e2e1e53.jpg,"观众朋友们，新年到了，超值优惠活动也开始了。花199998块吃一顿年夜饭的时代已经过去了。现在，十万块不要了，九万块也不要了，九千块也不要了，九百块也不要了，98块这个价格，你觉得怎么样？如果你觉得不错，就赶快订购吧。等等，电话号码是多少？

来源链接：恶搞年夜饭"
2577,1359,An Invitation to the God of Wealth,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=1359,2010-02-17,False,https://s3contents.chinesepod.com/1359/2b0dfe9416d7744d2722be18f297a4159711b257/images/69239fff872b319f97e3239f15fe196211397d45.jpg,Interested in starting out the new year with fortune in your favor? Considering starting a business? Well check out this podcast to learn how to get the cosmos on your side. Today's lesson has a bit of everything: great language and cultural insight!
2578,1358,Chinese Zodiac Birth Year,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1358,2010-02-16,False,https://s3contents.chinesepod.com/1358/3f1e14a57d19f92d81419baae1591646140d4f06/images/b7758ef97699939d816edd5da14a62c548f2a13b.jpg,Ever wonder why you see some people in China wearing a little bit of red every single day? Well we've got an interesting explanation for you in today's astrology themed lesson. Oh - and happy year of the tiger!
2579,1357,Cold Weather Is Coming,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1357,2010-02-15,False,https://s3contents.chinesepod.com/1357/52231e4b99307f872bcc457a31eb666c9641dc4d/images/d0b4208b4b8ff0987af9a05d17f442e5781d6917.jpg,"One thing is true about the weather these days: it's really unpredictable! People generally try to stay on top of the weather news in China, but despite an effort to stay informed, one of the characters in today's lesson will most definitely be feeling the chill tomorrow. Tune in to find out why!"
2580,NF0088,Happy year of the tiger!,Other,News and Features,https://chinesepod.com/lesson-redirect?v3id=NF0088,2010-02-14,False,https://s3contents.chinesepod.com/extra/NF0088/b1fae1c8d62e83d69523dd934394db691c483d5e/images/1_1265250460.jpg,"In today's show we're offering a sneak peek of the lessons coming up this week. John's also here to discuss a new feature available to people using the ChinesePod iPhone app, and Sarah will be talking about daily emails. Take our survey about emails here.The team also has a Spring Festival surprise for everyone!"
2581,QW0137,The Black Spectrum of Meaning,Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0137,2010-02-13,False,https://s3contents.chinesepod.com/extra/QW0137/9d2e19355304188b3bd1c1963cf5c7321333a5b8/images/1_1264411880.jpg,"This is the second in a series of Qing Wen shows about colors and their symbolic meanings in Chinese culture. This week's show focuses on the color black, 黑 (hēi). Connie (and many other Chinese women), unlike many women in the west, are loath to tanning. What's the reason behind this? Listen to today's show to learn about this and other phenomena related to the color black."
2582,1356,A Cell Phone Ad on TV,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1356,2010-02-12,False,https://s3contents.chinesepod.com/1356/b11ee4bf9a7f2a56819737d8c3a38a1dc27e0675/images/1da11ece243d7c70c5f55e3cc7c65cf6dd0eaa59.jpg,"The language of sales and advertising is very unique. It's meant to get you excited enough to run to the store and buy that brand new cell phone you never wanted (again). In today's lesson, find out just what those guys in the TV advertisements are saying to get people to buy, buy buy!"
2583,1355,Return to the Hometown,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1355,2010-02-11,False,https://s3contents.chinesepod.com/1355/2314392fffe2744cd05e01afe1234d0e7a9a1290/images/836518c2739a14f4d808d68a2b118a201178bffc.jpg,It's the new year and that means traveling home to see friends and family. In today's lesson learn how to make plans to see old friends. Hopefully you're able to fit it all into a week-long visit!
2584,1354,考试制度,Advanced,Advanced,https://chinesepod.com/lesson-redirect?v3id=1354,2010-02-10,False,https://s3contents.chinesepod.com/1354/3421425ca9f5c6b963ea8b11a683af3b019697e8/images/1cf6be7534391f17440d3379d8d579d9cd938ddc.jpg,考试？不会吧，从小到大，我最怕考试了，怎么长大了还要考试？没办法，从古到今，什么都在变，而不变的是这烦人的考试制度。古代的科举考试，现代的公务员考试，你想得到一个金饭碗，就必须考考考，考到底！
2585,1353,Leaky Pipes and Faucets,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1353,2010-02-09,False,https://s3contents.chinesepod.com/1353/d617fb7745755465e345e1489bdf0ffdc2ff1530/images/f0155e4244d5b70aeaafcc2880573ddc517e7fba.jpg,Drip. Drip. Drip... we've got a leaky faucet today - time to call the plumber! Learn some great plumbing terms that will help you get your bathroom and kitchen in working order again.
2586,1352,Designing the New Apartment 2,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=1352,2010-02-08,False,https://s3contents.chinesepod.com/1352/3700040911864565e3558a68ed83a2d4852bb734/images/24436f2c2c0dc3435d792ed3ecf74f4a8816032f.jpg,"You've designed the apartment of your dreams. You've picked out furniture in your mind. Now it's time to get cracking on the details. We're not talking about decorative details here - we're talking about essential, practical details like electrical outlets, plumbing and even where to keep the rice cooker. Join us to learn all of this valuable language in today's ChinesePod lesson!"
2587,NF0087,Female takeover of ChinesePod!,Other,News and Features,https://chinesepod.com/lesson-redirect?v3id=NF0087,2010-02-07,False,https://s3contents.chinesepod.com/extra/NF0087/1229ce8db9b033cae6b238490d496ff18be80d75/images/1_1265250429.jpg,"It's an all-ladies show today. Jenny, Catherine and Sarah are here to talk about the week's upcoming lessons. We've got shows on everything from plumbers and remodeling to going home for the holidays. The team will also discuss this week's guests and the very first ChinesePod Virtual School class! Sarah's also got lot of news regarding changes to the site and some things we're all looking forward to in the upcoming year."
2588,QW0136,The White Spectrum of Meaning,Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0136,2010-02-06,False,https://s3contents.chinesepod.com/extra/QW0136/d3096ed771e169dc6b588bd7d983a2f1be00853b/images/1_1264411790.jpg,"The team explores symbolic associations with the color white, 白 (bái), in Chinese culture today. Learn how to use this color to express performing actions in vain, leeching off of others, and describing someone who is... how to put it nicely? Dim witted? You'll also find out why some Chinese people might look down on you if you leave the house in a white hat."
2589,1351,End of the Year Bonus Surprise,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1351,2010-02-05,False,https://s3contents.chinesepod.com/1351/2d72a6e48729349c200deac574fa5174ea7335ef/images/2e60ff42bc016df7d9faafdf4f3dd64afb0e84a2.jpg,"It's the end of the Chinese year, and you know what that means! No, we're not talking about long waits in the ticket line at the train station. And we're not talking about fireworks, either. We're talking about the very exciting end of the year bonus. Let's just hope it was a good year... if not, you might have to scratch that new flat screen off of your shopping wishlist!"
2590,1350,"No Spring, No Wedding?",Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=1350,2010-02-04,False,https://s3contents.chinesepod.com/1350/7a9ac85273072b30140a3daf3bb60df2b6a3cf96/images/561ec216d9eefbae6ac5804e9e2ce8d9bc4fc569.jpg,"Today's ChinesePod lesson focuses on a cultural belief held in China regarding years in which there is no spring. Confused? Well, you'll just have to check out today's lesson to find out what could cause such a thing! You'll also find out why it's not prudent to marry in a year in which spring has been 'skipped.'"
2591,1349,Mailing a Package at the Post Office,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1349,2010-02-03,False,https://s3contents.chinesepod.com/1349/0767dca8b592b0c2dcf75781237378c16a1b5be0/images/a696443b21480f71acde2aaf0abbef407e62ea4e.jpg,"Sending a package can be a bit intimidating in any language. The post office employee will ask you a number of questions about the contents of your package, the way you want to send it, and the options you have for its arrival. Check out today's ChinesePod lesson to prepare yourself for the next time you need to send a package and communicate these important details in Chinese!"
2592,1348,不一样的《阿凡达》,Media,Media,https://chinesepod.com/lesson-redirect?v3id=1348,2010-02-02,False,https://s3contents.chinesepod.com/1348/871f8b896c6c4c5e8e901b11383a8f8306c1d660/images/0b00396afa9414b3d07af4cd7926a1937e98cd40.jpg,"宏大的场面，丰富的想象力，科技带来的逼真感受，电影《阿凡达》吸引了全世界人民的眼球。但一千个读者心中，会有一千种感受，在一部分中国人眼中，《阿凡达》是一部怎样的影片呢？

来源链接：《阿凡达》钉子户伟大教材"
2593,1347,Canceling Dinner Plans,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1347,2010-02-01,False,https://s3contents.chinesepod.com/1347/56188fec5507cde5cafe2c76621be59d86ecb737/images/452648a6cc98243c4e2fb10e0d9f408d018faca6.jpg,Got plans with friends that you've got to rearrange? Looking for a way to explain why you can't attend an appointment? Check out this ChinesePod lesson to learn the language you'll need to cancel plans.
2594,NF0086,"Chinese names, Avatar and Meet-ups",Other,News and Features,https://chinesepod.com/lesson-redirect?v3id=NF0086,2010-01-31,False,https://s3contents.chinesepod.com/extra/NF0086/9d40a3fa533596fbc123b2153cfe390ee6a4e84f/images/1_1264657399.jpg,"Happy weekend, ChinesePoddies! Join us today as we discuss the lessons for the upcoming week (there might be an Avatar lesson coming up!). Sarah (Suxiaoya), Scarlett (Ousijia) and Jenny (Zhu Qi) will also be talking about last week's Shanghai ChinesePod meet-up. Scarlett's also got a special featured discussion for everyone to check out. One of the teammates also makes a surprise appearance to discuss some changes we've made on the website this week... Can you guess who it will be?"
2595,QW0135,Pay Verbs,Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0135,2010-01-30,False,https://s3contents.chinesepod.com/extra/QW0135/49677590cd727ea61484ea8d4162f9dfe4abfbdc/images/1_1263440266.jpg,"The modern consumer does a lot of paying.  Paying bills, paying the check, paying back friends, paying back loans, paying off credit cards, paying the mortgage, paying employees... you get the idea.  But you didn't think all the paying would just be one simple verb in Mandarin Chinese, did you? Tune in to this lesson to learn what verbs to use for which meanings."
2596,1346,Designing the New Apartment,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=1346,2010-01-29,False,https://s3contents.chinesepod.com/1346/60f38f304ef18484e09373a06393399c85ea22f8/images/ca399b5b1a6bab58deb5d8d6da7d2adbf5610572.jpg,"Tired of making do with rented apartments designed in ways that don't suit your needs? Well today's ChinesePod lesson will cover the basics for designing your new apartment. Get everything you want (or, as the case may be, everything your spouse wants) in your new place!"
2597,1345,Choosing a New Pair of Glasses,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1345,2010-01-28,False,https://s3contents.chinesepod.com/1345/3472c31353280f94ee613d22c9af943162fbfc16/images/b76888d951b2331a62177f14aa8d11e13a7de797.jpg,"Choosing glasses is always a challenge, but throw in a system of glasses prescriptions completely different from any you're used to, and it's a recipe for confusion and frustration. But not to worry! ChinesePod is here to provide you with the tools to make your next trip to get eye glasses a success."
2598,1344,《易经》的本意,Advanced,Advanced,https://chinesepod.com/lesson-redirect?v3id=1344,2010-01-27,False,https://s3contents.chinesepod.com/1344/43f24e2439657801e7f2de8a81f0d5ccc44d1cca/images/81f63b335121c424f2f4003a37b03c2009bc2edd.jpg,太极、八卦、算命......你一定听过这些带有中国元素的词吧。但是你了解它的含义吗？它来自哪里？它代表了什么？它有哪些用途？别思考了，听完了《易经》的本意，你也许就知道了！
2599,1343,The Left-handed Child,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1343,2010-01-26,False,https://s3contents.chinesepod.com/1343/d1e5cbf83e661a045d55aaf032ca63b75978a15f/images/08873a3e23d9e689b4b2000cbd1d94206043fb42.jpg,"Being a parent means making tough decisions all the time. In today's podcast, we'll be learning about a very important parenting moment in an age-old debate: are righties smarter than lefties? Or vice versa? The parents in this dialog struggle with old Chinese stereotypes and try to respect the individuality of their toddler."
2600,1342,Why is everyone looking at me?,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=1342,2010-01-25,False,https://s3contents.chinesepod.com/1342/a660026e60774e59336f359f56470c0551030658/images/39bd2c62b86b978520fb7ca5504f3892c302f442.jpg,"Today's podcast explores a common situation, albeit one that's more likely to occur in dreams than real life. You've guessed it - it's the nightmare scenario in which everyone is staring at you, and for a very good reason! Check out today's lesson to find out why this person has everyone else's attention."
2601,NF0085,"Minor Changes, Virtual School, and a Lefty in the Studio",Other,News and Features,https://chinesepod.com/lesson-redirect?v3id=NF0085,2010-01-24,False,https://s3contents.chinesepod.com/extra/NF0085/0c224c8806b46fe661129bb4c88e8bcc34ebe632/images/1_1264039590.jpg,"Today's show features John, Jenny and Sarah. The team will be presenting this week's upcoming lessons (and you might learn about some prejudice Sarah has experienced in China)! John will also be introducing ChinesePod's brand new (and much anticipated) feature: tests!
The team will also be discussing a few other minor changes - if you haven't already noticed them, you'll find out all about them in today's show. Sarah's here discussing the latest promotion on CPod - find out more here.
Finally, to find out more about ChinesePod's Virtual School, just check out this link."
2602,QW0134,Ch-ch-ch-ch-Changes,Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0134,2010-01-23,False,https://s3contents.chinesepod.com/extra/QW0134/3a37f4ebac5d2a1c91e89092e19e2cf516d17c1c/images/1_1262765054.jpg,"We're taking an email from a user as inspiration for the focus of today's Qing Wen. Ever wondered just how to use 变 (biàn) and 换 (huàn)? Find out the uses for these two words, and learn how they're different. Who knows... this show might just 改变 your life! (Sorry... we couldn't resist)!"
2603,1341,Western Zodiac,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=1341,2010-01-22,False,https://s3contents.chinesepod.com/1341/d9432433f305248f997232ed2dcc6877b2a829de/images/613104ea3ff3efbacbc7e8bacf6382256b144329.jpg,"Today we're leaving behind the rats, monkeys and tigers of the Chinese zodiac for Leo, Taurus and Saggitarius. Find out how to discuss your own sign, and learn how to ask someone else theirs. Who knows, you might even pick up some flirting tips!"
2604,1340,拥抱艾滋病人,Advanced,Advanced,https://chinesepod.com/lesson-redirect?v3id=1340,2010-01-21,False,https://s3contents.chinesepod.com/1340/bebbb9c65a369e106ad188f6173573afa2f3c1c1/images/738c7391544be4752d44ad559327711ef1c6ba4e.jpg,也许你能接受一个陌生人的拥抱，但如果这个陌生人是“艾滋病人”，你会给他一个拥抱吗？在全世界艾滋病人越来越多的年代，我们应该怎样对待这个特殊的群体呢？快来关注今天这个有些敏感而沉重的话题吧！
